session,group,family,label,x,topology_seed,n_neurons,rate_hz,n_events,events_per_min,mean_participation,mean_duration_ms,max_duration_ms,mean_ibi_ms,n_full,max_ko_mM,mean_ko_mM,duration_ms
sweep_c50_seed01,c50,fourap,fourap_09.0mM,9.0,1,926,0.28186345092392606,31,10.333333333333334,0.3128614226990873,125.3225806451613,230.0,5733.124999216862,9,4.072737434338512,3.997160824504473,180000.0
sweep_c50_seed01,c50,sahp,sahp_s0.00,0.0,1,926,0.28252939764818813,29,9.666666666666666,0.3052431667535563,118.27586206896552,255.0,6130.982142020996,10,4.07455826368658,3.9973466940792246,180000.0
sweep_c50_seed01,c50,kclear,kclear_tau00500,500.0,1,926,0.287137029037677,29,9.666666666666666,0.36173381991509646,131.55172413793105,285.0,5694.878570692324,12,4.1564609040800224,3.994012929176924,180000.0
sweep_c50_seed01,c50,sahp,sahp_s0.25,0.25,1,926,0.41531677465802735,50,16.666666666666668,0.4666522678185745,148.5,315.0,3576.1255097164076,34,4.120550822415244,3.9996153765996527,180000.0
sweep_c50_seed01,c50,sahp,sahp_s0.50,0.5,1,926,0.6411507079433645,62,20.666666666666668,0.614941127290462,190.6451612903226,400.0,2902.1754094411376,56,4.158478879118371,4.003806705238354,180000.0
sweep_c50_seed01,c50,sahp,sahp_s0.75,0.75,1,926,1.0088672906167506,53,17.666666666666668,0.945943192469131,276.79245283018867,455.0,3389.9788456958236,51,4.204897660674351,4.0144273322968935,180000.0
sweep_c50_seed01,c50,sahp,sahp_s1.00,1.0,1,926,1.7159107271418286,73,24.333333333333332,0.9847332761324298,415.75342465753425,595.0,2473.8319441111694,72,4.304122954914255,4.044461018972279,180000.0
sweep_c50_seed01,c50,both,both_tau00500,500.0,1,926,1.696268298536117,74,24.666666666666668,0.9889527756698382,360.94594594594594,490.0,2416.82876679935,74,4.975461629302963,4.122560697753576,180000.0
sweep_c50_seed01,c50,kclear,kclear_tau01000,1000.0,1,926,0.287017038636909,30,10.0,0.3386969042476602,130.66666666666666,265.0,5895.7129302106005,14,4.394265589505984,3.9893091572608603,180000.0
sweep_c50_seed01,c50,both,both_tau01000,1000.0,1,926,1.0590352771778258,134,44.666666666666664,0.5355968537442377,372.8358208955224,820.0,1336.4471802709356,100,5.6011008799461965,5.24204865999564,180000.0
sweep_c50_seed01,c50,kclear,kclear_tau02500,2500.0,1,926,0.28912886969042473,43,14.333333333333334,0.30516349389723246,130.34883720930233,370.0,4149.699999426716,15,4.688401697667219,3.9782139323713297,180000.0
sweep_c50_seed01,c50,both,both_tau02500,2500.0,1,926,0.8283777297816175,14,4.666666666666667,0.18034557235421164,140.35714285714286,230.0,13111.04999821873,0,8.580850593766757,8.486280191208811,180000.0
sweep_c50_seed01,c50,kclear,kclear_tau06000,6000.0,1,926,0.268016558675306,41,13.666666666666666,0.24269082863614816,112.4390243902439,245.0,4325.44374940533,8,4.859374808406931,4.550128572701061,180000.0
sweep_c50_seed01,c50,both,both_tau06000,6000.0,1,926,0.7812994960403168,8,2.6666666666666665,0.1637419006479482,143.125,205.0,25059.899996559776,0,12.658188568930381,12.475532231997265,180000.0
sweep_c50_seed02,c50,kclear,kclear_tau00200,200.0,2,758,0.26860158311345644,22,7.333333333333333,0.22679299592228352,105.0,190.0,8182.538094120063,2,4.032480172068537,3.9971240163548774,180000.0
sweep_c50_seed02,c50,both,both_tau00200,200.0,2,758,1.5880973321606566,81,27.0,0.902081501026092,400.9259259259259,650.0,2222.204374697669,74,4.216686063612938,4.029090041486902,180000.0
sweep_c50_seed02,c50,kclear,kclear_tau12000,12000.0,2,758,0.25811345646437994,12,4.0,0.20624450307827616,125.83333333333333,220.0,10341.520453565885,1,4.704505668553254,4.6157253311631985,180000.0
sweep_c50_seed02,c50,both,both_tau12000,12000.0,2,758,0.8801671064204045,28,9.333333333333334,0.2198454579721071,188.39285714285714,510.0,6118.111110318031,4,13.249947521393203,12.996044729361193,180000.0
